ID,Street,Non-Homestead,Account,Code,"2016 City","2016 Full","2017 City","2017 Full","2018 City","2018 Full","2019 City","2019 Full","2020 City","2020 Full","2021 City","2021 Full","2022 City","2022 Full","Sale Date","Sale Price","Sale AV",2016OwnerAtAddress,2017OwnerAtAddress,2018OwnerAtAddress,2019OwnerAtAddress,2020OwnerAtAddress,2021OwnerAtAddress,2022OwnerAtAddress,Latitude,Longitude,TigerLine,DistanceFromCityHall,20162022Diff,SaleAssessDiff,SaleAssessDiffPercent,SqFt,Bathrooms,Bedrooms,YearBuilt,LandSize,Zoning,Ward,CensusBlock,AVPerSqFt,AVChangePercent,SalePricePerSqFt,NbhdCode,2021Vacant,2021Violations,OpportunityZone
10-1-33,"376 Liberty St",0,190950,220,36000,39100,41500,41500,41500,41500,45700,45700,65100,65100,188200,188200,225800,225800,2016-01-15,23000,39100,1,1,1,1,1,1,1,41.509968,-74.010735,639364684,1111,186700,-16100,-0.41,2178.0,3.0,8.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",103.67,4.77,10.56,8,1,0,1
10-1-34,"376 Liberty St Rear",0,190900,210,72600,76400,0,34500,0,34500,34500,34500,49900,49900,52400,52400,198000,198000,,,,1,1,1,1,1,1,1,41.509968,-74.010735,639364684,1111,121600,,,3120.0,4.0,6.0,2005,2005,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",63.46,1.59,,8,0,0,1
10-1-35,"378 Liberty St",0,191000,210,0,57500,41000,41000,41000,41000,41000,41000,58200,58200,114700,114700,81100,234600,,,,1,1,1,1,1,1,1,41.51003,-74.01074,639364684,1118,177100,,,1360.0,1.0,4.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",172.5,3.08,,8,0,0,1
10-1-36,"380 Liberty St",0,191050,220,74900,78800,0,44900,0,44900,44900,44900,59900,59900,230200,230200,276200,276200,,,,1,1,1,1,1,1,1,41.510086,-74.01074,639364684,1124,197400,,,1360.0,1.0,2.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",203.09,2.51,,8,1,1,1
10-1-37,"382 Liberty St",0,191100,220,45400,49400,45700,45700,45700,45700,50300,50300,99500,99500,117400,117400,304600,304600,2021-11-18,355000,117400,1,1,1,1,1,1,1,41.510147,-74.01075,639364684,1131,255200,237600,2.02,1360.0,2.0,5.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",223.97,5.17,261.03,8,1,1,1
10-1-38,"384 Liberty St",0,191150,210,47600,50100,81900,81900,81900,81900,81900,81900,97500,97500,102400,102400,122900,122900,,,,1,1,1,1,1,1,1,41.510345,-74.01076,639364685,1153,72800,,,1804.0,3.0,2.0,1902,1902,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",68.13,1.45,,8,0,0,1
10-1-39,"388 Liberty St",0,191200,210,44000,46300,44000,44000,44000,44000,44000,44000,67400,67400,70800,70800,85000,85000,,,,1,1,1,1,1,1,1,41.510468,-74.010765,639364685,1167,38700,,,1008.0,1.0,2.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",84.33,0.84,,8,0,0,1
10-1-4,"317 Grand St",2,144000,411,285600,285600,283500,283500,283500,283500,411200,411200,569100,569100,618100,618100,618100,618100,2020-02-05,610000,411200,1,1,1,1,1,1,1,41.510918,-74.009285,124413538,1216,332500,198800,0.48,7721.0,null,null,1856,1856,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",80.05,1.16,79.01,22,0,0,1
10-1-40,"392 Liberty St",0,191250,210,77200,154400,77200,154400,84920,154400,86100,172200,107950,215900,110100,220200,132100,264200,,,,1,1,1,1,1,1,1,41.51059,-74.01077,639364685,1180,109800,,,1766.0,2.0,3.0,1951,1951,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",149.6,0.71,,4,0,0,1
10-1-41,"394 Liberty St",0,191300,210,85900,85900,38000,38000,38000,38000,19700,57700,57700,57700,58900,58900,70700,70700,,,,1,1,1,1,1,1,1,41.510654,-74.01077,639364685,1187,-15200,,,1364.0,1.0,2.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",51.83,-0.18,,4,1,0,1
10-1-42,"396 Liberty St",0,191350,210,110000,110000,112300,112300,112300,112300,132300,132300,140800,140800,143600,143600,172300,172300,,,,1,1,1,1,1,1,1,41.510715,-74.01077,639364685,1194,62300,,,1536.0,1.0,3.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",112.17,0.57,,4,0,0,1
10-1-43,"404 Liberty St",0,191375,312,37900,37900,37900,37900,37900,37900,37900,37900,43200,43200,43200,43200,45100,45100,,,,1,1,1,1,1,1,1,41.510963,-74.01079,639364685,1222,7200,,,null,null,null,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,0.19,,4,0,0,1
10-1-44,"410 Liberty St",0,191450,210,105000,105000,95800,95800,95800,95800,99200,99200,112900,112900,113700,115200,136700,138200,,,,1,1,1,1,1,1,1,41.511147,-74.010796,639364685,1242,33200,,,1056.0,1.0,3.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",130.87,0.32,,4,0,0,1
10-1-45,"410 Liberty St Rear",0,191400,312,19200,19200,24800,24800,24800,24800,21800,21800,22400,22400,22400,22400,22500,22500,,,,1,1,1,1,1,1,1,41.511147,-74.010796,639364685,1242,3300,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,0.17,,4,0,0,1
10-1-46,"412 Liberty St",0,191500,220,158100,159600,158100,159600,158100,159600,44900,204500,279200,279200,332900,332900,399500,399500,,,,1,1,1,1,1,1,1,41.511208,-74.0108,639364685,1249,239900,,,3100.0,3.0,6.0,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",128.87,1.5,,4,0,0,1
10-1-47,"416 Liberty St",0,191550,220,173400,173400,167400,167400,167400,167400,202900,202900,263300,263300,271200,271200,325400,325400,,,,1,1,1,1,1,1,1,41.511333,-74.0108,639364685,1263,152000,,,3100.0,2.0,6.0,1910,1910,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",104.97,0.88,,4,0,0,1
10-1-5.1,"297 Grand St",0,143950,220,,,,,,,,,,,669400,669400,803300,803300,2021-07-07,675000,669400,0,0,0,0,0,1,1,,,,0,,5600,0.01,,,,,,,,,,,,,0,0,0
10-1-5.2,"400 Liberty St",0,191370,312,,,,,,,,,,,179800,179800,181900,181900,,,,0,0,0,0,0,1,1,,,,0,,,,,,,,,,,,,,,,0,0,0
10-1-6,"295 Grand St",0,143900,210,246900,246900,246900,246900,246900,246900,402600,402600,451800,451800,519600,519600,623500,623500,,,,1,1,1,1,1,1,1,41.510178,-74.009254,124413538,1134,376600,,,3892.0,2.0,3.0,1835,1835,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",160.2,1.53,,4,0,0,1
10-1-7,"291 Grand St",0,143850,230,168800,168800,157600,157600,157600,157600,202200,202200,272500,272500,299800,299800,359800,359800,,,,1,1,1,1,1,1,1,41.510044,-74.009254,124413538,1119,191000,,,2550.0,3.0,3.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",141.1,1.13,,4,0,0,1
10-1-8,"289 Grand St",0,143800,311,2600,2600,1900,1900,1900,1900,13700,13700,13700,13700,13700,13700,15100,15100,,,,1,1,1,1,1,1,1,41.509975,-74.00925,124413538,1112,12500,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,4.81,,4,0,0,1
10-1-9,"287 Grand St",0,143750,230,175100,175100,181100,181100,181100,181100,239800,239800,260100,260100,286100,286100,343300,343300,2018-01-22,235000,181100,1,3,1,1,1,1,1,41.50991,-74.00925,124413538,1105,168200,53900,0.3,3892.0,3.0,5.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",88.21,0.96,60.38,4,0,0,1
10-2-1,"324 Grand St",1,140450,411,260000,260000,276000,276000,292800,292800,358500,358500,450300,450300,482700,482700,482700,482700,,,,1,1,1,1,1,1,1,41.511223,-74.009285,124413538,1250,222700,,,3350.0,null,null,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",144.09,0.86,,22,0,0,1
10-2-10,"227 Montgomery St",0,221200,210,399900,399900,399900,399900,399900,399900,411600,411600,504000,504000,559300,559300,617500,617500,,,,1,1,1,1,1,1,1,41.50994,-74.00772,124414125,1122,217600,,,5180.0,null,null,1915,1915,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",119.21,0.54,,4,0,0,1
10-2-11,"225 Montgomery St",0,221150,210,348300,348300,358100,358100,358100,358100,398200,398200,460600,460600,529700,529700,635600,635600,,,,1,1,1,1,1,1,1,41.509903,-74.00772,124414125,1118,287300,,,3583.0,3.0,6.0,1860,1860,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",177.39,0.82,,4,0,0,1
10-2-12,"215 Montgomery St",0,221100,210,239500,239500,249400,249400,249400,249400,307200,307200,313400,313400,360400,360400,432500,432500,,,,1,1,1,1,1,1,1,41.509705,-74.007706,124414125,1097,193000,,,2715.0,1.0,4.0,1920,1920,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",159.3,0.81,,4,0,0,1
10-2-13,"209 Montgomery St",0,221050,210,237100,237100,240500,240500,240500,240500,277500,277500,298100,298100,342800,342800,411400,411400,2020-03-13,319500,277500,1,1,1,1,1,1,1,41.509586,-74.007706,124414125,1084,174300,42000,0.15,1750.0,2.5,4.0,1920,1920,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",235.09,0.74,182.57,4,0,0,1
10-2-14,"205 Montgomery St",0,221000,210,285100,285100,295500,295500,295500,295500,349000,349000,350000,350000,402500,402500,483000,483000,2012-02-10,265000,308700,1,1,1,1,1,1,1,41.50951,-74.0077,124414125,1076,197900,-43700,-0.14,2315.0,1.5,3.0,1836,1836,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",208.64,0.69,114.47,4,0,0,1
10-2-15,"201 Montgomery St",0,220950,210,366100,366100,367400,367400,367400,367400,398300,398300,445600,445600,512400,512400,614900,614900,2020-07-15,617500,445600,1,1,1,1,1,1,1,41.50943,-74.0077,124414125,1067,248800,171900,0.39,3490.0,3.5,4.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",176.19,0.68,176.93,4,0,0,1
10-2-16,"195 Montgomery St",0,220900,220,200800,200800,234900,234900,234900,234900,290700,290700,375000,375000,412500,412500,450000,450000,2019-02-28,386250,234900,1,1,1,1,1,1,1,41.50931,-74.00769,124414125,1054,249200,151350,0.64,1612.0,2.0,4.0,1930,1930,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",279.16,1.24,239.61,4,0,0,1
10-2-17,"58 Clinton St",0,072750,210,276100,276100,298000,298000,298000,298000,353000,353000,384600,384600,442300,442300,530800,530800,2015-03-23,325000,265500,1,1,1,1,1,1,1,41.509155,-74.00883,124413655,1024,254700,59500,0.22,2216.0,2.0,4.0,1860,1860,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",239.53,0.92,146.66,4,0,0,1
10-2-18,"72 Clinton St",0,072800,210,183800,183800,195000,195000,195000,195000,227500,227500,259500,259500,298400,298400,358100,358100,,,,1,1,1,1,1,1,1,41.50917,-74.00909,124413655,1023,174300,,,1636.0,1.0,3.0,1840,1840,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",218.89,0.95,,4,0,0,1
10-2-2.1,"55 Broad St",1,024300,411,377300,377300,408400,408400,408400,408400,408400,408400,473100,473100,582300,582300,582300,582300,,,,1,1,1,1,1,1,1,,,,0,205000,,,5536.0,null,null,1871,1871,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",105.18,0.54,,22,0,0,1
10-2-20.2,"70 Clinton St",2,072950,411,270000,270000,141100,141100,127000,127000,127000,127000,161300,161300,342700,342700,342700,342700,,,,1,1,1,1,1,1,1,,,,0,72700,,,8385.0,null,null,1910,1910,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",40.87,0.27,,22,1,1,1
10-2-23,"282 Grand St",0,139800,230,136200,136200,136200,136200,136200,136200,148000,148000,187800,187800,206600,206600,247900,247900,,,,1,1,1,1,1,1,1,41.509605,-74.009224,124413538,1071,111700,,,2063.0,3.0,4.0,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",120.16,0.82,,4,0,0,1
10-2-24,"284 Grand St",0,139850,230,165700,165700,0,159800,159800,159800,171800,171800,196600,196600,216300,216300,259600,259600,,,,1,1,1,1,1,1,1,41.50968,-74.009224,124413538,1079,93900,,,5014.0,9.0,10.0,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",51.78,0.57,,4,0,0,1
10-2-25,"286 Grand St",1,139900,411,250000,250000,220000,220000,220000,220000,164000,164000,178600,178600,193200,193200,193200,193200,2017-04-07,275000,220000,1,1,1,1,1,1,1,41.509758,-74.009224,124413538,1088,-56800,55000,0.25,8464.0,null,null,1891,1891,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",22.83,-0.23,32.49,22,1,1,1
10-2-26,"288 Grand St",0,139950,210,130200,130200,130200,130200,130200,130200,153000,153000,194300,194300,223400,223400,268100,268100,,,,1,1,1,1,1,1,1,41.509834,-74.00923,124413538,1096,137900,,,5068.0,3.5,7.0,1870,1870,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",52.9,1.06,,4,1,1,1
10-2-27,"296 Grand St",0,140000,220,111000,111000,118500,118500,118500,118500,142700,142700,198500,198500,218400,218400,262100,262100,,,,1,1,1,1,1,1,1,41.510143,-74.00924,124413538,1131,151100,,,3080.0,2.0,6.0,1920,1920,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",85.1,1.36,,4,0,0,1
10-2-28,"298 Grand St",1,140050,411,287300,287300,301500,301500,301500,301500,318600,318600,373500,373500,491100,491100,491100,491100,,,,1,1,1,1,1,1,1,41.51022,-74.00925,124413538,1139,203800,,,4016.0,null,null,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",122.29,0.71,,22,0,0,1
10-2-29,"302 Grand St",0,140100,311,100100,100100,96800,96800,96800,96800,17200,17200,0,17200,0,17200,1700,18900,,,,1,1,1,1,1,1,1,41.510376,-74.00925,124413538,1156,-81200,,,null,null,null,1920,1920,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,-0.81,,4,1,0,1
10-2-30,"304 Grand St",0,140101,210,223300,223300,216900,216900,216900,216900,250500,250500,310300,310300,356800,356800,428200,428200,2021-10-25,370000,310300,1,1,1,1,1,1,1,41.510452,-74.009254,124413538,1165,204900,59700,0.19,2440.0,2.5,3.0,1910,1910,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",175.49,0.92,151.64,4,0,0,1
10-2-31,"312 Grand St",0,140150,210,202100,202100,200400,200400,200400,200400,227600,227600,235300,235300,270600,270600,324700,324700,,,,1,1,1,1,1,1,1,41.51076,-74.00926,124413538,1199,122600,,,1841.0,2.5,3.0,1935,1935,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",176.37,0.61,,4,0,0,1
10-2-32,"314 Grand St",1,140200,411,210000,210000,225500,225500,225500,225500,225500,225500,290300,290300,336700,336700,336700,336700,,,,1,1,1,1,1,1,1,41.510838,-74.00927,124413538,1208,126700,,,3129.0,null,null,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",107.61,0.6,,22,0,0,1
10-2-33,"316 Grand St",0,140250,210,225100,225100,192700,192700,192700,192700,217700,217700,232600,232600,267500,267500,321000,321000,,,,1,1,1,1,1,1,1,41.510914,-74.00927,124413538,1216,95900,,,2000.0,1.5,4.0,1915,1915,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",160.5,0.43,,4,0,0,1
10-2-34,"318 Grand St",0,140300,210,288400,288400,284500,284500,227100,227100,227100,227100,252600,252600,366100,366100,439300,439300,,,,1,1,1,1,1,1,1,41.51099,-74.00928,124413538,1224,150900,,,3074.0,1.0,3.0,1870,1870,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",142.91,0.52,,4,1,1,1
10-2-35,"322 Grand St",0,140350,210,286900,286900,265000,265000,265000,265000,271900,271900,319200,319200,367100,367100,440500,440500,,,,1,1,1,1,1,1,1,41.511147,-74.00928,124413538,1242,153600,,,4292.0,3.0,6.0,1893,1893,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",102.63,0.54,,4,0,0,1
10-2-36,"328 Grand St",0,140400,311,1800,1800,1800,1800,1800,1800,11100,11100,11100,11100,11100,11100,12200,12200,,,,1,1,1,1,1,1,1,41.511375,-74.00929,124413538,1267,10400,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,5.78,,4,0,0,1
10-2-5,"257 Montgomery St",0,221500,311,3900,3900,2900,2900,2900,2900,22600,22600,22600,22600,22600,22600,24900,24900,,,,1,1,1,1,1,1,1,41.510532,-74.00775,124414125,1187,21000,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,5.38,,4,0,0,1
10-2-6,"255 Montgomery St",0,221450,230,168100,168100,168100,168100,168100,168100,194100,194100,275600,275600,303200,303200,363800,363800,,,,1,1,1,1,1,1,1,41.510494,-74.00775,124414125,1183,195700,,,3084.0,3.0,6.0,1935,1935,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",117.96,1.16,,4,0,0,1
10-2-7,"253 Montgomery St",0,221300,230,174000,174000,174000,174000,174000,174000,200000,200000,282700,282700,311000,311000,373200,373200,,,,1,1,1,1,1,1,1,41.510456,-74.00775,124414125,1179,199200,,,2994.0,3.0,7.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",124.65,1.14,,4,0,0,1
10-2-9.1,"235 Montgomery St",0,221250,230,437900,437900,448000,448000,448000,448000,465600,465600,520000,520000,572000,572000,686400,686400,,,,1,1,1,1,1,1,1,,,,0,248500,,,5384.0,4.0,6.0,1848,1848,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",127.49,0.57,,4,0,0,1
10-3-1,"258 Montgomery St",0,217300,230,177100,177100,195200,195200,195200,195200,241700,241700,380800,380800,418900,418900,502700,502700,,,,1,1,1,1,1,1,1,41.511364,-74.00778,124414125,1278,325600,,,1885.0,3.0,6.0,1870,1870,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",266.68,1.84,,4,0,0,1
10-3-18,"196 Montgomery St",0,216400,210,419800,419800,429200,429200,429200,429200,473500,473500,499300,499300,574200,574200,642000,642000,,,,1,1,1,1,1,1,1,41.509274,-74.00767,124414125,1050,222200,,,3978.0,4.0,7.0,1854,1854,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",161.39,0.53,,4,0,0,1
10-3-19,"202 Montgomery St",2,216450,411,226800,226800,236400,236400,254400,254400,274800,274800,315700,315700,364800,364800,364800,364800,,,,1,1,1,1,1,1,1,41.509476,-74.00768,124414125,1072,138000,,,2622.0,null,null,1890,1890,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",139.13,0.61,,22,0,0,1
10-3-2.22,"35-37 Broad St",0,024325,311,0,95100,0,144700,0,144700,0,156400,0,156400,0,156400,172000,172000,,,,1,1,1,1,1,1,1,,,,0,76900,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,0.81,,4,0,0,1
10-3-20,"204 Montgomery St",0,216500,220,197300,197300,231000,231000,231000,231000,294100,294100,357300,357300,393000,393000,471600,471600,,,,1,1,1,1,1,1,1,41.50954,-74.00768,124414125,1079,274300,,,2358.0,2.5,4.0,1930,1930,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",200,1.39,,4,0,0,1
10-3-21,"206 Montgomery St",0,216550,210,235500,235500,214400,214400,258600,258600,359300,359300,415300,415300,477600,477600,573100,573100,2015-10-01,210000,235500,1,1,1,1,1,1,1,41.50961,-74.00769,124414125,1087,337600,-25500,-0.11,2946.0,3.5,4.0,1930,1930,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",194.53,1.43,71.28,4,0,0,1
10-3-22.2,"208 Montgomery St",0,216600,220,304600,304600,390500,390500,390500,390500,385800,385800,385800,385800,480200,480200,535500,535500,2016-10-06,515000,304600,1,1,1,1,1,1,1,,,,0,230900,210400,0.69,2942.0,2.5,4.0,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",182.02,0.76,175.05,4,0,0,1
10-3-24,"216 Montgomery St",2,216700,411,332600,332600,332600,332600,332600,332600,343800,343800,383000,383000,392900,392900,392900,392900,2014-02-17,335000,268000,1,1,1,1,1,1,1,41.509945,-74.007706,124414125,1123,60300,67000,0.25,2582.0,null,null,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",152.17,0.18,129.74,22,0,0,1
10-3-25.2,"222 Montgomery St",1,216750,411,299300,299300,327600,327600,352800,352800,372200,372200,492500,492500,492500,492500,492500,492500,2015-09-30,420000,299300,1,1,1,1,1,1,1,,,,0,193200,120700,0.4,4572.0,null,null,1873,1873,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",107.72,0.65,91.86,22,0,0,1
10-3-26,"226 Montgomery St",1,216800,411,296100,296100,311700,311700,333300,333300,395400,395400,400000,400000,461700,461700,461700,461700,,,,1,1,1,1,1,1,1,41.510284,-74.00773,124414125,1160,165600,,,4545.0,null,null,1870,1870,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",101.58,0.56,,22,0,0,1
10-3-27.2,"230 Montgomery St",0,216850,210,487600,487600,294500,294500,294500,294500,294500,294500,294500,294500,338700,338700,406400,406400,,,,1,1,1,1,1,1,1,,,,0,-81200,,,5472.0,3.0,4.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",74.27,-0.17,,4,0,0,1
10-3-28,"236 Montgomery St",0,216900,210,202100,202100,214100,214100,214100,214100,257800,257800,280000,280000,322000,322000,386400,386400,,,,1,1,1,1,1,1,1,41.51062,-74.007744,124414125,1197,184300,,,1530.0,1.5,3.0,1837,1837,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",252.55,0.91,,4,0,0,1
10-3-29,"238 Montgomery St",0,216950,210,231600,231600,236200,236200,236200,236200,252300,252300,280500,280500,290000,290000,348000,348000,2016-04-21,235000,231600,1,1,1,1,1,1,1,41.51069,-74.007744,124414125,1204,116400,3400,0.01,2010.0,2.0,4.0,1826,1826,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",173.13,0.5,116.92,4,0,0,1
10-3-33,"252 Montgomery St",0,217150,210,142480,219200,122760,223200,122760,223200,139980,233300,159445,245300,183365,282100,220025,338500,,,,0,0,0,0,0,0,0,41.51116,-74.007774,124414125,1256,119300,,,null,null,null,1910,1910,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,0.54,,4,0,0,1
10-3-34,"254 Montgomery St",0,217200,230,186200,186200,209200,209200,209200,209200,248900,248900,296800,296800,326500,326500,391800,391800,,,,1,1,1,1,1,1,1,41.511227,-74.007774,124414125,1263,205600,,,2112.0,3.5,7.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",185.51,1.1,,4,0,0,1
10-3-35,"256 Montgomery St",0,217250,230,192600,192600,201200,201200,201200,201200,270000,270000,360000,360000,300000,300000,360000,360000,2019-05-13,360000,201200,1,1,1,1,1,1,1,41.511295,-74.00778,124414125,1270,167400,158800,0.79,2268.0,3.0,4.0,1900,1900,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",158.73,0.87,158.73,4,0,0,1
10-3-36,"Water St",0,676780,311,0,5800,0,5800,0,5800,0,8700,0,8700,0,8700,0,9600,,,,1,1,1,1,1,1,1,,,,0,3800,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,0.66,,4,0,0,1
10-3-38,"236 Montgomery St Rear",0,217125,311,500,500,400,400,400,400,1400,1400,1400,1400,1400,1400,1500,1500,,,,1,1,1,1,1,1,1,41.51062,-74.007744,124414125,1197,1000,,,null,null,null,null,null,"Residential Low Density","Ward 1","County 071 Tract 000400 Block Group 1",,2,,4,0,0,1
10-4-1,"304 Water St",1,343525,330,59900,59900,59900,59900,59900,59900,52600,52600,52600,52600,52600,52600,57900,57900,,,,1,1,1,1,1,1,1,41.512012,-74.00694,124414126,1361,-2000,,,null,null,null,null,null,"Planned Waterfront District","Ward 1","County 071 Tract 000400 Block Group 1",,-0.03,,23,0,0,1
10-4-2,"272 Water St",1,343500,484,49900,49900,40000,40000,40000,40000,40000,40000,45900,45900,45900,45900,45900,45900,,,,1,1,1,1,1,1,1,41.510048,-74.00645,642840060,1157,-4000,,,1200.0,null,null,1890,1890,"Planned Waterfront District","Ward 1","County 071 Tract 000400 Block Group 1",38.25,-0.08,,23,0,0,1
10-4-3,"248 Water St",1,676857,330,0,69900,0,69900,0,69900,0,49900,0,49900,0,49900,0,54900,,,,1,1,1,1,1,1,1,41.509056,-74.00633,642840060,1053,-15000,,,null,null,null,null,null,"Planned Waterfront District","Ward 1","County 071 Tract 000400 Block Group 1",,-0.21,,23,0,0,1
10-4-5,"302 Water St",1,343505,710,1504000,1504000,1504000,1504000,1504000,1504000,1504000,1504000,2360000,2360000,2360000,2360000,2360000,2360000,,,,1,1,1,1,1,1,1,41.511845,-74.006874,124414126,1344,856000,,,107531.0,null,null,1844,1844,"Planned Waterfront District","Ward 1","County 071 Tract 000400 Block Group 1",21.95,0.57,,23,0,0,1
